Id,Title,Content_
53,                 قاچاقچیان مواد مخدر از چه جاده‌هایی عبور می‌کنند؟             ,«یکی از بزرگترین عملیات‌های کشف مواد مخدر روز یک سپتامبر در خانه‌ای ییلاقی در خارج از شهر «کانچونگو» در «گینه‌بیسائو» اتفاق افتاد. پشت یک دیوار خالی، پلیس قضایی بیسائو یک هزار و ۶۶۰ کیلوگرم کوکائین کشف کرد. در دو خانه دیگر در همین نزدیکی، پلیس‌ها ۲۵۰ کیلوگرم موادمخدر دیگر کشف کردند. آن‌ها ده‌ها نفر از مردم را در همین رابطه دستگیر کردند. ۱۸ خودرو و یک قایق موتوری را هم ضبط کردند. مقصد این مواد مخدر، «مالی» و بعد از آن «اروپا» بود. این عملیات، دومین عملیات بزرگ کشف مواد مخدر در گینه‌بیسائو بود. در ماه مارس، پلیس حدود ۸۰۰ کیلوگرم مواد مخدر را ضبط کرده بود. پیش از آن، آنها برای حدود یک دهه هیچ مورد حمل‌ونقلی از مواد مخدر را به اداره جنایت و مواد مخدر سازمان ملل گزارش نکرده بودند.»نشریه «اکونومیست» این هفته یکی از گزارش‌های داستانی خود را چنین شروع کرده است. این گزارش که به مسیرهای تجارت مواد مخدر در جهان می‌پردازد، نشان می‌دهد که چطور قاچاقچیان مواد مخدر را از کشورهای آفریقایی و کشورهای خاورمیانه مانند ایران و افغانستان و حتی از طریق خلیج فارس، به بزرگترین گروه‌های مصرف‌کننده در اروپا و آمریکا می‌رسانند.اکونومیست در این گزارش که متن کامل آن در ادامه آمده، توضیح داده است که چطور کارتل‌های مواد مخدر در شرایطی که اقتصاد یک کشور ضعیف و فسادزده است، شکل می‌گیرند و پول‌های کثیف به سیاست کشورها راه باز می‌کند.تجارت جهانی مواد مخدر به غرب آفریقا تغییر مسیر داده استبرای اکثر مردم، نه عبور مواد از گینه‌بیسائو بلکه ضبط آن توسط پلیس شگفت‌آور بود. گینه‌بیسائو، یک کشور کوچک و فقیر ۱.۹ میلیون نفری در آفریقای غربی است که بیش از ۹۰ درصد صادرات رسمی آن مغزهای آجیلی است. در این کشور از سال ۲۰۰۵ تا کنون، قاچاق کوکائین یک تجارت بزرگ بوده است.مقامات سازمان ملل حدود یک دهه پیش هشدار دادند که این کشور، در حال تبدیل شدن به قاچاقچی بزرگ مواد مخدر است. از آن زمان به بعد، تجارت مواد مخدر در گینه‌بیسائو جنجالی تر شد. مقامات بین‌المللی در بیسائو، حدس می‌زنند که هر سال حداقل ۱۰ تن کوکائین از این کشور عبور می‌کند. این میزان مواد مخدر با قیمت‌های خیابانی اروپا، به اندازه کل تولید ناخالص داخلی گینه‌بیسائو ارزش دارد.در هنگام بحران مالی جهانی، تولید مواد مخدر سخت‌تر از همیشه بوده است. در کلمبیا، از زمانی که توافق صلح با فارک (یک شورش مارکسیستی) در سال ۲۰۱۶ امضا شد، کشت کوکائین به سرعت افزایش یافت. زمانی که فارک منحل شد، قاچاقچیان با عجله تلاش کردند که کنترل قلمروی خودشان را پس بگیرند. رقابت بین خریداران، باعث افزایش قیمت کوکائین شد بنابراین کشاورزان کاشت‌شان را بیشتر کردند.کشت تریاک در افغانستان زمانی‌که نیروهای ناتو در سال ۲۰۱۴ از این کشور بیرون رفتند، به سرعت شدت گرفت. دولت افغانستان برای توقف تجارت تریاک همه چیز داشت اما در جنگ با طالبان بود و بی‌خیال آن شد. خشخاش نیز در بیرون از قندهار کشت می‌شود و تولید مواد مخدر مصنوعی مانند اکستازی، در همه‌جا رواج دارد.در دنیای ثروتمند نیز مصرف مواد مخدر دوباره در حال صعود است. در انگلستان، سهم افراد ۱۶ تا ۲۴ ساله که طی یک‌سال اکستازی یا کوکائین مصرف می‌کنند، از سال ۲۰۱۲ تا ۲۰۱۸ دو برابر شده و به ۹ درصد رسیده است.در آمریکا مصرف کوکائین در حال افزایش است؛ اوردوز (بیش مصرفی) ناشی از مصرف مواد مخدر و بیشتر مواد تسکین دهنده، هر سال باعث مرگ بیش از ۷۰ هزار نفر می‌شود. در کشورهایی از اروپای شرقی تا آسیا، تقاضا برای مواد تفریحی با افزایش درآمد، افزایش یافته است. بیشتر این مواد باید از جاهایی مثل افغانستان و کلمبیا قاچاق شوند تا به مصرف‌کنندگانی که بیشتر در اروپا و آمریکا هستند، برسند.«لارنس گیبن» از آژانس ملی جرم و جنایت انگلیس می‌گوید: «قاچاقچیان راه‌های پیچیده‌تری برای پنهان کردن محصولات خود پیدا کرده‌اند.» برخی کوکائین را در دیواره‌ی کانتینرهای کشتیرانی یا داخل میوه‌ها پنهان می‌کنند.آن‌ها همچنین در حال یافتن راه‌های جدید هستند. پلیس‌های انگلستان و هلند، راه‌های حمل‌ونقل مواد از طریق کارائیب را بسته‌اند؛ به همین دلیل قاچاقچیان به غرب آفریقا روی آورده‌اند. این تغییر مسیر، به معنای گسترش خشونت و فسادی است که مدت‌هاست آمریکای لاتین را تحت تاثیر قرار داده است.افزایش تولید مواد مخدر، آفریقا را بیش از هر جای دیگر جهان تحت تاثیر قرار می‌دهد؛ چرا که دولت‌های آفریقایی شکننده هستند. قاچاقیان به راحتی موسسه‌ها و مقام‌ها را دور می‌زنند. بازارهای مواد مخدر، مانند دیگر انواع جرایم سازمان‌یافته، در جاهایی که دولت‌ها نمی‌توانند یا نمی‌خواهند که مقابل‌شان مقاومت کنند، به بهترین شکل رشد می‌کنند. قاچاق، نهادهای ضعیف و کثیف را ضعیف‌تر و کثیف‌تر می‌کند.سیاست گینه‌بیسائو برای قاچاق مواد مخدر ایده‌آل است. سیاستمداران برای بدست آوردن و نگه‌داشتن مقامات بالا، نیاز به پول و خشونت دارند. کوکائین می‌تواند هزینه هر دو مورد را تامین کند. در ۲۴ نوامبر، رای دهندگان رئیس جمهوری جدید انتخاب خواهند کرد.کمپین‌های انتخاباتی، شامل صدها خودرو، پول‌های نقد بسیار زیاد و حتی چندین و چند هلی‌کوپتر هستند؛ هیچ‌کدام از این‌ها در یک کشور فقیر پیدا نمی‌شود. «هاسوم کیسی»، یک مورخ می‌نویسد: «رابطه بین ضعف دولت و ظهور تجارت مواد مخدر بسیار واضح است.»قاچاقچیان کلمبیایی احتمالا کمی پیش از انتخابات سال ۲۰۰۵ با دعوت «نینو ویرا» نامزد ریاست جمهوری گینه‌بیسائو به این کشور وارد شدند؛ فردی که بیشترین مدت را بر گینه‌بیسائو حکومت کرد و برای تامین هزینه‌های انتخاب شدن خود نیاز به جمع‌آوری پول داشت. بنابراین قاچاقچی‌ها با بی‌باکی و گستاخی یک جت نظامی پر از کوکائین را از ونزوئلا بلند و در فرودگاه بیسائو رها کردند. این پول‌ها به سرعت بی‌ثباتی طولانی‌مدت گینه‌بیسائو را تشدید کرد.گینه‌بیسائو تنها محل گرفتار کوکائین در آفریقای غربی نیست. در ماه فوریه، ۹ تن کوکائین در یک کشتی در «کیپ‌ورد» پیدا شد. در ماه ژوئن، پلیس سنگال ۸۰۰ کیلوگرم مواد مخفی در خودروهایی داخل یک قایق را ضبط کرد. قاچاقچیان در این منطقه، متحدان سیاسی نیز دارند. پسر بزرگ «لانزانا کونته»، رئیس جمهوری سابق گینه‌کونکری به خاطر دست داشتن در تجارت مواد مخدر ۱۶ ماه زندانی شد.اما آفریقای شرقی، گرفتار هروئین است. شرایط ترکیه، قاچاقچیان را به سمت جنوب سوق داده است. محصولات آن‌ها در خارج از افغانستان، توسط قاچاقچیان به پاکستان یا ایران قاچاق می‌شود و به خلیج فارس و بعد از آن به سمت کنیا و موزامبیک حرکت می‌کند. سپس از آن‌جا، بارهای مواد مخدر می‌توانند به اروپا و آمریکا سفر کنند؛ در حالیکه در کانتینرهای کشتی یا داخل بدن مسافران پروازهای تجاری پنهان شده‌اند.تا زمانی که تجارت مواد مخدر غیرقانونی باشد، مجرمان از آن سود خواهند برد. هرکاری که پلیس انجام دهد، کارتل‌ها با آن سازگار می‌شوند. آقای گیبن، از آژانس ملی جرم و جنایت انگلستان می‌گوید:«در بریتانیا بعضی از کلمبیایی‌ها حالا کسب‌وکارهای ادغام شده عمودی را اداره می‌کنند. آن‌ها عرضه هر سطحی از تولید در آمازون تا توزیع در شهرهای انگلستان را در دست گرفته‌اند. در برزیل، کارتل‌های سائوپائولویی زمین‌هایی را برای پرورش کوکائین در بولیوی ساخته‌اند و پیوندهایی با رئیسان توزیع در اروپا برقرار کرده‌اند. آن‌ها از این طریق روی کل زنجیره ارزشی مواد مخدر مسلط شده‌اند. قاچاقیچان ایتالیایی، غواصانی را در برزیل استخدام کرده‌اند تا جعبه‌های مغناطیسی مواد مخدر را به کف کشتی‌ها بچسبانند. این جعبه‌ها در هنگام ورود به اروپا، توسط دسته دوم غواصان برداشته می‌شود.»همانطور که «آلن دو ابرو»، روزنامه‌نگار برزیلی می‌گوید: «پلیس‌ها همیشه یک قدم عقب‌تر از قاچاقچیان هستند.»
54,                 کاهش قیمت خانه در تهران             ,در گزارش جدید وزارت راه و شهرسازی منطقه یک همچنان به عنوان گران‌ترین منطقه پایتخت با متوسط قیمت ۲۴ میلیون و ۹۸۶ هزار و ۱۰۰ تومان در هر متر مربع به فروش رفته است و منطقه ۵ پایتخت با میانگین قیمتی، ۱۴ میلیون و ۵۴۱ هزار و ۵۰۰ تومان به عنوان پرتعدادترین منطقه از نظر فروش خانه بوده است.
55,                 قطعی اینترنت؛ کاهش ۸۰ درصدی فروش بلیط سینما در ارومیه             ,
56,                 قاتل خاموش در کرمانشاه 12 قربانی گرفت             ,منبع: خبرگزاری صداوسیما
57,                 نمک دریا مفید یا مضر؟             ,
58,                 60 ثانیه بورسی؛ روز متعادل بازار سهام با 2300 میلیارد تومان معامله (فیلم)             ,
59,                 فرمانده سپاه: عاملان شهادت شهدای امنیت در تیررس اطلاعات سپاه هستند             ,
60,                 روزنامه‌های ورزشی 4 آذر/ بازی خطرناک تاج             ,
61,                 جام جهانی کشتی فرنگی در ایران لغو شد             ,احتمالا برگزاری این رقابت‌ها در هفته‌های آینده تعیین تکلیف خواهد شد.
62,                 رئیس‌سازمان زندان‌ها: خانواده بازداشت‌شدگان به مراجع قضائی مراجعه کنند/ حوادث 88 دست قوه قضاییه نبود             ,منبع: روزنامه شرق
63,"                 ""رقیب میلیاردر"" وارد صحنه رقابت با ترامپ شد             ", 
64,                 آلمان؛ شهردار زن با آگهی مجرد بودنش غوغا به پا کرد (+عکس)             ,_______________________________________________________________________________
65,                 مطهری: اگر رهبری با استیضاح وزیر کشور مخالفت کنند،طرح را متوقف می‌کنیم             ,
66,                 بارزانی: کمک آمریکا به بغداد و اربیل ضروری است             ,
67,                 سوار مسافربر‌های پلاک شخصی نشوید             ,
68,                 اهميت سرمایه‌های اجتماعی در بحران‌ها/ صادق زیباکلام             ,حاصل آن شده که برخلاف جوامع دیگر که لایه‌های اجتماعی مرجع در قالب اجزای جامعه مدنی، نقش واسطه و حکم میان مردم و مسئولان پیدا کرده و جامعه را به وفاق رهنمون می‌کنند، در ایران متأسفانه امکان نقش‌آفرینی معدود واسطه‌های معتبر و مستقل هم باقی نمانده که بتواند جلوی خشونت را گرفته و جامعه را از بحران و بحران‌زدگی به سمت وفاق و تعامل سوق دهد.
69,                 روزنامه شرق: خیز جلیلی برای انتخابات 1400             ,اين جبهه احمد اميرآبادي‌فراهاني و مجتبي ذوالنور نمايندگان فعلي قم و همچنين عليرضا زاکاني را به عنوان نامزدهاي مورد حمايت خود براي انتخابات مجلس يازدهم اعلام کرده است.
70,                 باور کنید این حیوانات با زباله ساخته شده اند (عکس)             ,_______________________________________________________________________________
71,                 کمک فوری برای نجات این مادر که به پیوند کلیه نیاز دارد             ,برای کمک آنلاین کلیک کنید
